,StateName,stateabb,PCNAME,t_voters,t_electors,voters_turnout,log_electors,sex_ratio,f_voters_turnout,year
480,Bihar,BH,PURNEA,709015,1179491,60.1,13.98,919,56.5,2004
481,Bihar,BH,KHAGARIA,675969,1196971,56.5,14.0,875,52.0,2004
482,Bihar,BH,Kishanganj,928222,1438990,64.5,14.18,886,67.6,2014
484,Bihar,BH,BIKRAMGANJ,733925,1298849,56.5,14.08,834,45.3,2004
485,Bihar,BH,Aurangabad,683925,1091472,62.7,13.9,885,60.0,1999
487,Bihar,BH,Nalanda,921648,1951967,47.2,14.48,883,45.7,2014
488,Bihar,BH,Muzaffarpur,621747,1339949,46.4,14.11,868,48.1,2009
490,Bihar,BH,Saran,862465,1538740,56.1,14.25,848,58.3,2014
492,Bihar,BH,Muzaffarpur,948865,1551363,61.2,14.25,867,63.6,2014
493,Bihar,BH,Darbhanga,829257,1495445,55.5,14.22,876,60.4,2014
494,Bihar,BH,Aurangabad,598284,1376323,43.5,14.13,863,38.1,2009
495,Bihar,BH,Hajipur,555089,1327075,41.8,14.1,845,42.0,2009
496,Bihar,BH,Banka,652208,1338025,48.7,14.11,868,48.0,2009
497,Bihar,BH,Pataliputra,628179,1526241,41.2,14.24,866,35.5,2009
498,Bihar,BH,Madhubani,860348,1627832,52.9,14.3,854,59.6,2014
499,Bihar,BH,Maharajganj,846327,1642068,51.5,14.31,877,55.5,2014
500,Bihar,BH,Jhanjharpur,941139,1668405,56.4,14.33,863,63.5,2014
501,Bihar,BH,ARRAH,787780,1360794,57.9,14.12,847,47.3,2004
506,Bihar,BH,Samastipur,584702,1312948,44.5,14.09,869,45.4,2009
507,Bihar,BH,Banka,635956,1064049,59.8,13.88,893,48.0,1999
508,Bihar,BH,Madhubani,556536,1397256,39.8,14.15,849,42.6,2009
509,Bihar,BH,Gaya,564178,1329192,42.4,14.1,883,37.4,2009
511,Bihar,BH,BANKA,713888,1213614,58.8,14.01,868,52.4,2004
512,Bihar,BH,Gaya (SC),806922,1501521,53.7,14.22,879,51.8,2014
513,Bihar,BH,Aurangabad,785663,1536153,51.1,14.24,861,50.1,2014
514,Bihar,BH,Khagaria,896101,1506587,59.5,14.23,881,63.8,2014
515,Bihar,BH,Patna Sahib,880227,1946249,45.2,14.48,849,41.4,2014
516,Bihar,BH,Jahanabad,811003,1423246,57.0,14.17,894,54.4,2014
517,Bihar,BH,Khagaria,624970,1342970,46.5,14.11,886,47.6,2009
519,Bihar,BH,Karakat,576626,1386634,41.6,14.14,853,34.7,2009
521,Bihar,BH,Purvi Champaran,482094,1187264,40.6,13.99,852,35.4,2009
522,Bihar,BH,Katihar,977534,1446478,67.6,14.18,881,71.1,2014
523,Bihar,BH,Sitamarhi,756016,1126989,67.1,13.94,893,59.7,1999
525,Bihar,BH,Banka,899318,1549456,58.0,14.25,878,60.5,2014
526,Bihar,BH,Maharajganj,599636,1312219,45.7,14.09,893,47.6,2009
528,Bihar,BH,Ujiarpur,564125,1229327,45.9,14.02,870,47.1,2009
530,Bihar,BH,AURANGABAD,767159,1401973,54.7,14.15,863,43.7,2004
531,Bihar,BH,Valmiki Nagar ,899838,1456598,61.8,14.19,852,62.0,2014
532,Bihar,BH,Paschim Champaran,854641,1413148,60.5,14.16,837,59.9,2014
533,Bihar,BH,Vaishali,925926,1566321,59.1,14.26,861,61.4,2014
534,Bihar,BH,BETTIAH,569868,1278163,44.6,14.06,859,33.1,2004
535,Bihar,BH,Samastipur (SC),863183,1504451,57.4,14.22,875,61.6,2014
536,Bihar,BH,Bhagalpur,973953,1685339,57.8,14.34,883,57.1,2014
538,Bihar,BH,MOTIHARI,679070,1221716,55.6,14.02,818,46.9,2004
539,Bihar,BH,Sitamarhi,900477,1574914,57.2,14.27,892,60.8,2014
541,Bihar,BH,JHANJHARPUR,704243,1163817,60.5,13.97,909,58.2,2004
542,Bihar,BH,BHAGALPUR,757266,1388037,54.6,14.14,870,49.4,2004
543,Bihar,BH,KISHANGANJ,813315,1278476,63.6,14.06,910,60.9,2004
545,Bihar,BH,SHEOHAR,666384,1214428,54.9,14.01,882,45.7,2004
546,Bihar,BH,Gopalganj,504602,1349072,37.4,14.11,848,36.6,2009
547,Bihar,BH,Bettiah,696181,1098637,63.4,13.91,840,52.7,1999
548,Bihar,BH,Buxar,888947,1640671,54.2,14.31,869,51.7,2014
550,Bihar,BH,VAISHALI,748681,1197345,62.5,14.0,834,57.5,2004
551,Bihar,BH,Vaishali,721601,1049006,68.8,13.86,884,59.8,1999
552,Bihar,BH,Buxar,609414,1029419,59.2,13.84,834,45.5,1999
555,Bihar,BH,Bhagalpur,629063,1433346,43.9,14.18,850,40.8,2009
557,Bihar,BH,Sasaram (SC) ,845688,1607747,52.6,14.29,871,53.1,2014
558,Bihar,BH,CHAPRA,446031,1164917,38.3,13.97,872,33.1,2004
561,Bihar,BH,Motihari,685679,1112639,61.6,13.92,843,59.4,1999
562,Bihar,BH,Siwan,709984,989004,71.8,13.8,953,66.4,1999
563,Bihar,BH,Nalanda,878611,1180008,74.5,13.98,884,69.8,1999
564,Bihar,BH,Kishanganj,626914,1186369,52.8,13.99,900,50.5,2009
565,Bihar,BH,Sheohar,726559,1083123,67.1,13.9,880,54.4,1999
566,Bihar,BH,SIWAN,637544,1054441,60.5,13.87,917,54.8,2004
567,Bihar,BH,Nawada,884383,1694895,52.2,14.34,888,51.0,2014
568,Bihar,BH,Purnia,1017368,1582626,64.3,14.27,914,67.0,2014
571,Bihar,BH,NAWADA (SC),1009961,1505472,67.1,14.22,900,59.3,2004
572,Bihar,BH,Hajipur (SC),904033,1649547,54.8,14.32,843,56.4,2014
576,Bihar,BH,Vaishali,624830,1278891,48.9,14.06,878,40.5,2009
577,Bihar,BH,Buxar,623561,1340892,46.5,14.11,830,41.4,2009
578,Bihar,BH,ARARIA (SC),652439,1184962,55.1,13.99,903,50.7,2004
579,Bihar,BH,BEGUSARAI,678647,1280963,53.0,14.06,882,45.4,2004
580,Bihar,BH,Araria,730453,1311225,55.7,14.09,901,55.2,2009
581,Bihar,BH,Supaul,970520,1525583,63.6,14.24,913,68.9,2014
582,Bihar,BH,Arrah,556279,1555122,35.8,14.26,819,30.0,2009
584,Bihar,BH,MADHEPURA,695657,1187490,58.6,13.99,914,57.2,2004
585,Bihar,BH,Hajipur,790448,1064323,74.3,13.88,869,63.9,1999
587,Bihar,BH,MUZAFFARPUR,783974,1237345,63.4,14.03,860,57.9,2004
589,Goa,GA,Panaji,191093,413641,46.2,12.93,973,40.8,1999
592,Goa,GA,PANAJI,253904,425663,59.6,12.96,986,57.0,2004
593,Goa,GA,South Goa,271697,533811,50.9,13.19,990,50.3,2009
594,Goa,GA,North Goa,405190,515441,78.6,13.15,1014,79.2,2014
595,Goa,GA,South Goa,409457,545336,75.1,13.21,1002,78.5,2014
596,Goa,GA,MORMUGAO,297186,515504,57.6,13.15,971,56.9,2004
597,Goa,GA,Mormugao,218851,495208,44.2,13.11,961,40.1,1999
598,Goa,GA,North Goa,292063,486983,60.0,13.1,993,57.6,2009
602,Gujarat,GJ,Banaskantha,603174,1106766,54.5,13.92,967,45.7,1999
603,Gujarat,GJ,BROACH,680519,1239670,54.9,14.03,951,49.9,2004
604,Gujarat,GJ,PORBANDAR,490331,995027,49.3,13.81,941,44.2,2004
605,Gujarat,GJ,Valsad,774397,1380245,56.1,14.14,959,54.2,2009
606,Gujarat,GJ,Sabarkantha,1085970,1615840,67.2,14.3,939,64.2,2014
608,Gujarat,GJ,Navsari,757514,1623415,46.7,14.3,798,44.9,2009
609,Gujarat,GJ,Anand,560573,1047272,53.5,13.86,934,45.4,1999
611,Gujarat,GJ,Broach,591461,1096772,53.9,13.91,947,48.6,1999
613,Gujarat,GJ,Surendranagar,938575,1656657,56.7,14.32,887,51.3,2014
614,Gujarat,GJ,Kapadvanj,674876,1124201,60.0,13.93,968,52.6,1999
617,Gujarat,GJ,BANASKANTHA,642570,1311847,49.0,14.09,954,40.9,2004
619,Gujarat,GJ,Surendranagar,586299,1475820,39.7,14.2,927,33.8,2009
620,Gujarat,GJ,Bhavnagar,445277,1023921,43.5,13.84,913,35.4,1999
621,Gujarat,GJ,AHMEDABAD,548391,1382793,39.7,14.14,882,35.2,2004
622,Gujarat,GJ,Surat,946507,1484068,63.8,14.21,846,60.0,2014
625,Gujarat,GJ,DOHAD (ST),517809,1212453,42.7,14.01,979,38.0,2004
627,Gujarat,GJ,PATAN (SC),538059,1132998,47.5,13.94,1004,42.3,2004
628,Gujarat,GJ,ANAND,591698,1145550,51.7,13.95,936,44.9,2004
629,Gujarat,GJ,Amreli,805505,1486286,54.2,14.21,911,49.4,2014
631,Gujarat,GJ,Mandvi,616960,1063704,58.0,13.88,1001,54.0,1999
632,Gujarat,GJ,Mehsana,636573,1104439,57.6,13.91,999,51.4,1999
633,Gujarat,GJ,Vadodara,747057,1524060,49.0,14.24,937,44.2,2009
634,Gujarat,GJ,SURENDRANAGAR,455520,1109656,41.1,13.92,935,34.6,2004
636,Gujarat,GJ,KUTCH,458980,1006563,45.6,13.82,964,42.2,2004
637,Gujarat,GJ,Panchmahal,926990,1576667,58.8,14.27,922,54.8,2014
638,Gujarat,GJ,Sabarkantha,717585,1452240,49.4,14.19,971,45.3,2009
640,Gujarat,GJ,Banaskantha,883216,1515711,58.3,14.23,904,51.6,2014
641,Gujarat,GJ,Bharuch,1056319,1417548,74.5,14.16,929,72.3,2014
643,Gujarat,GJ,Bhavnagar,623870,1381619,45.2,14.14,928,38.8,2009
648,Gujarat,GJ,Dhandhuka,472898,1029877,45.9,13.84,942,38.6,1999
649,Gujarat,GJ,Ahmedabad,527744,1320165,40.0,14.09,866,35.2,1999
652,Gujarat,GJ,KAPADVANJ,595296,1265350,47.0,14.05,955,40.5,2004
655,Gujarat,GJ,DHANDHUKA (SC),516531,1156178,44.7,13.96,942,39.0,2004
656,Gujarat,GJ,Chhota Udaipur,1094542,1536305,71.2,14.24,925,68.3,2014
659,Gujarat,GJ,Bhavnagar,912992,1594531,57.3,14.28,911,52.1,2014
660,Gujarat,GJ,Kachchh,942563,1533782,61.5,14.24,902,58.2,2014
661,Gujarat,GJ,BARODA,651977,1656867,39.3,14.32,945,33.6,2004
663,Gujarat,GJ,Kaira,494780,1054781,46.9,13.87,944,37.3,1999
665,Gujarat,GJ,CHHOTA UDAIPUR (ST),556493,1065416,52.2,13.88,949,47.4,2004
668,Gujarat,GJ,Surendranagar,478887,970544,49.3,13.79,929,42.0,1999
670,Gujarat,GJ,JAMNAGAR,433392,1072175,40.4,13.89,948,34.6,2004
671,Gujarat,GJ,Junagadh,503628,1079568,46.7,13.89,943,39.6,1999
672,Gujarat,GJ,Amreli,416598,874521,47.6,13.68,943,39.7,1999
673,Gujarat,GJ,Kachchh,563896,1325614,42.5,14.1,938,39.4,2009
676,Gujarat,GJ,Porbandar,804415,1539223,52.3,14.25,906,45.9,2014
678,Gujarat,GJ,Godhra,483245,1020262,47.4,13.84,921,39.8,1999
679,Gujarat,GJ,Sabarkantha,672849,1119855,60.1,13.93,1008,53.9,1999
681,Gujarat,GJ,GODHRA,537101,1143516,47.0,13.95,935,40.7,2004
682,Gujarat,GJ,SURAT,896233,2377198,37.7,14.68,825,34.1,2004
683,Gujarat,GJ,Gandhinagar,741283,1833844,40.4,14.42,902,35.6,1999
684,Gujarat,GJ,MANDVI (ST),644719,1149161,56.1,13.95,1009,53.0,2004
686,Gujarat,GJ,Baroda,596790,1438964,41.5,14.18,918,35.9,1999
687,Gujarat,GJ,Kheda,951323,1599476,59.5,14.29,920,53.7,2014
688,Gujarat,GJ,Vadodara,1155656,1638321,70.5,14.31,930,67.6,2014
689,Gujarat,GJ,Porbandar,331994,894299,37.1,13.7,949,29.6,1999
691,Gujarat,GJ,Surat,629334,1950958,32.3,14.48,819,28.0,1999
692,Gujarat,GJ,Kutch,393586,872937,45.1,13.68,989,40.6,1999
694,Gujarat,GJ,Patan,633200,1417623,44.7,14.16,966,39.6,2009
695,Gujarat,GJ,Rajkot,1052595,1655717,63.6,14.32,915,58.4,2014
696,Gujarat,GJ,Jamnagar,594575,1298599,45.8,14.08,936,39.9,2009
697,Gujarat,GJ,RAJKOT,538380,1650135,32.6,14.32,939,27.3,2004
698,Gujarat,GJ,Bulsar,596510,1151087,51.8,13.96,972,47.4,1999
699,Gujarat,GJ,Chhota Udaipur,765282,1412306,54.2,14.16,938,50.3,2009
700,Gujarat,GJ,Mahesana,693278,1393970,49.7,14.15,978,45.7,2009
702,Gujarat,GJ,Patan,949679,1628641,58.3,14.3,925,54.2,2014
703,Gujarat,GJ,Rajkot,558569,1379914,40.5,14.14,930,33.6,1999
704,Gujarat,GJ,Ahmedabad West,960475,1534400,62.6,14.24,916,58.5,2014
705,Gujarat,GJ,Ahmedabad East,980265,1601832,61.2,14.29,878,56.5,2014
708,Gujarat,GJ,Jamnagar,849055,1470952,57.7,14.2,908,52.1,2014
709,Gujarat,GJ,Junagadh,937481,1485543,63.1,14.21,924,59.4,2014
710,Gujarat,GJ,Amreli,524676,1312733,40.0,14.09,945,33.5,2009
713,Gujarat,GJ,Junagadh,759949,1313064,57.9,14.09,949,53.6,2009
715,Gujarat,GJ,Bardoli,1204371,1614106,74.6,14.29,946,72.4,2014
716,Gujarat,GJ,Jamnagar,361582,958418,37.7,13.77,947,30.8,1999
718,Gujarat,GJ,KAIRA,450808,1146245,39.3,13.95,953,31.6,2004
721,Gujarat,GJ,Dahod,895311,1411765,63.4,14.16,982,61.3,2014
722,Gujarat,GJ,Mahesana,997735,1498219,66.6,14.22,926,63.4,2014
723,Gujarat,GJ,AMRELI,475548,1025515,46.4,13.84,949,41.1,2004
724,Gujarat,GJ,SABARKANTHA,654380,1272262,51.4,14.06,990,47.0,2004
726,Gujarat,GJ,Rajkot,649404,1455072,44.6,14.19,926,38.8,2009
727,Gujarat,GJ,Bharuch,749417,1311539,57.1,14.09,942,54.1,2009
728,Gujarat,GJ,BHAVNAGAR,444803,1236416,36.0,14.03,925,29.7,2004
729,Gujarat,GJ,Anand,676373,1397162,48.4,14.15,945,43.0,2009
730,Gujarat,GJ,Valsad,1118784,1512061,74.0,14.23,951,73.0,2014
731,Gujarat,GJ,BULSAR (ST),689966,1319778,52.3,14.09,972,49.2,2004
732,Gujarat,GJ,Porbandar,660537,1385818,47.7,14.14,926,42.1,2009
733,Gujarat,GJ,Ahmedabad West,690050,1431080,48.2,14.17,926,43.5,2009
734,Gujarat,GJ,Panchmahal,606975,1423385,42.6,14.17,941,37.9,2009
735,Gujarat,GJ,Anand,967179,1496859,64.6,14.22,916,59.8,2014
736,Gujarat,GJ,Banaskantha,646171,1296871,49.8,14.08,938,43.6,2009
737,Gujarat,GJ,Kheda,602335,1448571,41.6,14.19,954,35.1,2009
738,Gujarat,GJ,Gandhinagar,1128656,1733972,65.1,14.37,925,61.4,2014
739,Gujarat,GJ,Dahod,534423,1194821,44.7,13.99,982,42.1,2009
740,Gujarat,GJ,Gandhinagar,790369,1555709,50.8,14.26,945,46.2,2009
741,Gujarat,GJ,Surat,696349,1420969,49.0,14.17,807,45.3,2009
742,Gujarat,GJ,GANDHINAGAR,845212,2126829,39.7,14.57,930,35.3,2004
743,Gujarat,GJ,MEHSANA,695357,1236066,56.3,14.03,994,51.2,2004
745,Gujarat,GJ,Chhota Udaipur,525505,962525,54.6,13.78,965,48.7,1999
747,Gujarat,GJ,Bardoli,832378,1440215,57.8,14.18,952,55.5,2009
750,Gujarat,GJ,Navsari,1157014,1764622,65.6,14.38,815,64.7,2014
751,Gujarat,GJ,Ahmedabad East,597761,1411761,42.3,14.16,897,37.0,2009
752,Gujarat,GJ,Patan,486048,1003829,48.4,13.82,1007,41.3,1999
753,Gujarat,GJ,Dohad,477887,1028979,46.4,13.84,968,39.9,1999
754,Gujarat,GJ,JUNAGADH,658280,1239398,53.1,14.03,940,48.7,2004
756,Haryana,HR,MAHENDRAGARH,848852,1429015,59.4,14.17,894,56.7,2004
758,Haryana,HR,Kurukshetra,730566,1073147,68.1,13.89,834,64.5,1999
759,Haryana,HR,SIRSA (SC),841638,1219935,69.0,14.01,865,66.2,2004
761,Haryana,HR,Gurgaon,756324,1244437,60.8,14.03,873,58.0,2009
762,Haryana,HR,Bhiwani-Mahendragarh,1029717,1473912,69.9,14.2,861,69.0,2014
763,Haryana,HR,Faridabad,755003,1330157,56.8,14.1,812,48.6,1999
766,Haryana,HR,Sonipat,985601,1417188,69.5,14.16,822,67.9,2014
767,Haryana,HR,Bhiwani-Mahendragarh,864118,1212513,71.3,14.01,876,71.3,2009
769,Haryana,HR,Sirsa,1278863,1660557,77.0,14.32,874,75.7,2014
770,Haryana,HR,Karnal,1193358,1684321,70.9,14.34,844,68.3,2014
771,Haryana,HR,Ambala,866461,1264907,68.5,14.05,829,67.2,2009
773,Haryana,HR,ROHTAK,661641,1055610,62.7,13.87,842,60.0,2004
774,Haryana,HR,Sirsa,641063,1100439,58.3,13.91,850,52.8,1999
775,Haryana,HR,Sonepat,659535,1057175,62.4,13.87,804,54.9,1999
778,Haryana,HR,Sirsa,980891,1309507,74.9,14.09,855,74.2,2009
779,Haryana,HR,Mahendragarh,752654,1236918,60.8,14.03,882,55.7,1999
781,Haryana,HR,FARIDABAD,844647,1546578,54.6,14.25,836,49.7,2004
782,Haryana,HR,Rohtak,634235,938878,67.6,13.75,833,62.2,1999
783,Haryana,HR,Karnal,771194,1131448,68.2,13.94,831,63.3,1999
784,Haryana,HR,Bhiwani,740347,1053603,70.3,13.87,847,65.5,1999
786,Haryana,HR,Rohtak,835538,1274972,65.5,14.06,834,63.4,2009
787,Haryana,HR,HISSAR,769679,1136762,67.7,13.94,831,65.0,2004
788,Haryana,HR,SONEPAT,736510,1138771,64.7,13.95,814,62.0,2004
789,Haryana,HR,Gurgaon,1320287,1844906,71.6,14.43,874,68.9,2014
790,Haryana,HR,Ambala,1219594,1692424,72.1,14.34,861,70.5,2014
791,Haryana,HR,Hisar,1155497,1517606,76.1,14.23,838,74.9,2014
794,Haryana,HR,KURUKSHETRA,850680,1161933,73.2,13.97,847,71.0,2004
795,Haryana,HR,Kurukshetra,1135651,1498459,75.8,14.22,855,74.9,2014
796,Haryana,HR,Faridabad,1130671,1740352,65.0,14.37,795,62.2,2014
797,Haryana,HR,Faridabad,624921,1103046,56.7,13.91,788,52.7,2009
800,Haryana,HR,Sonipat,712060,1099978,64.7,13.91,809,62.6,2009
802,Haryana,HR,Karnal,810946,1216977,66.6,14.01,815,64.1,2009
803,Haryana,HR,Rohtak,1043978,1567508,66.6,14.26,844,64.9,2014
806,Haryana,HR,Hissar,646513,1025344,63.1,13.84,820,57.4,1999
807,Haryana,HR,Hisar,828201,1194689,69.3,13.99,828,68.4,2009
808,Haryana,HR,Ambala,698854,1091846,64.0,13.9,839,60.7,1999
811,Haryana,HR,AMBALA (SC),847673,1199338,70.7,14.0,859,68.5,2004
813,Haryana,HR,KARNAL,818605,1240344,66.0,14.03,847,62.3,2004
814,Haryana,HR,BHIWANI,870670,1192271,73.0,13.99,857,71.5,2004
815,Haryana,HR,Kurukshetra,875404,1166684,75.0,13.97,829,74.4,2009
817,Himachal Pradesh,HP,KANGRA,640345,1033686,61.9,13.85,1000,61.9,2004
818,Himachal Pradesh,HP,Hamirpur,697463,1187377,58.7,13.99,991,62.4,2009
821,Himachal Pradesh,HP,Kangra,557018,935090,59.6,13.75,1042,57.7,1999
822,Himachal Pradesh,HP,Shimla,616558,1106608,55.7,13.92,905,53.2,2009
823,Himachal Pradesh,HP,HAMIRPUR,649994,1064238,61.1,13.88,998,63.6,2004
824,Himachal Pradesh,HP,Mandi,712216,1112524,64.0,13.92,962,64.1,2009
825,Himachal Pradesh,HP,MANDI,665196,1065083,62.5,13.88,967,61.6,2004
827,Himachal Pradesh,HP,Hamirpur,833087,1247699,66.8,14.04,969,71.4,2014
829,Himachal Pradesh,HP,Mandi,528637,968826,54.6,13.78,959,50.9,1999
830,Himachal Pradesh,HP,Shimla,736777,1153363,63.9,13.96,900,61.1,2014
831,Himachal Pradesh,HP,Hamirpur,559673,937500,59.7,13.75,1045,59.7,1999
832,Himachal Pradesh,HP,Simla,504488,945063,53.4,13.76,875,48.6,1999
835,Himachal Pradesh,HP,Mandi,725070,1150408,63.0,13.96,957,61.9,2014
836,Himachal Pradesh,HP,SIMLA (SC),525998,1018988,51.6,13.83,894,48.1,2004
838,Himachal Pradesh,HP,Kangra,797989,1258601,63.4,14.05,949,66.7,2014
839,Himachal Pradesh,HP,Kangra,661722,1200165,55.1,14.0,985,56.4,2009
841,Jammu & Kashmir,JK,Jammu,1252699,1848155,67.8,14.43,891,67.5,2014
844,Jammu & Kashmir,JK,LADAKH,127813,175768,72.7,12.08,1010,73.4,2004
846,Jammu & Kashmir,JK,Srinagar,282791,1106729,25.6,13.92,921,21.0,2009
848,Jammu & Kashmir,JK,Ladakh,117671,143719,81.9,11.88,988,80.0,1999
849,Jammu & Kashmir,JK,UDHAMPUR,607945,1348721,45.1,14.11,881,38.8,2004
850,Jammu & Kashmir,JK,Ladakh,107996,152491,70.8,11.93,956,72.6,2009
851,Jammu & Kashmir,JK,Srinagar,101933,854081,11.9,13.66,870,7.2,1999
852,Jammu & Kashmir,JK,BARAMULLA,334122,940998,35.5,13.75,799,24.2,2004
854,Jammu & Kashmir,JK,Baramulla,465979,1190766,39.1,13.99,908,37.0,2014
855,Jammu & Kashmir,JK,Baramulla,441234,1054496,41.8,13.87,916,35.5,2009
856,Jammu & Kashmir,JK,Srinagar,312208,1207230,25.9,14.0,912,23.2,2014
857,Jammu & Kashmir,JK,Anantnag,375238,1301143,28.8,14.08,899,26.6,2014
858,Jammu & Kashmir,JK,ANANTNAG,146632,998905,14.7,13.81,758,8.3,2004
861,Jammu & Kashmir,JK,Udhampur,403210,1016952,39.6,13.83,863,38.7,1999
862,Jammu & Kashmir,JK,Jammu,843169,1719897,49.0,14.36,934,42.5,2009
863,Jammu & Kashmir,JK,Udhampur,611510,1363060,44.9,14.13,902,38.3,2009
865,Jammu & Kashmir,JK,Udhampur,1041130,1469072,70.9,14.2,865,71.1,2014
866,Jammu & Kashmir,JK,Anantnag,318726,1176223,27.1,13.98,923,21.5,2009
867,Jammu & Kashmir,JK,Jammu,676708,1446792,46.8,14.18,859,40.1,1999
868,Jammu & Kashmir,JK,Anantnag,115243,804911,14.3,13.6,814,11.7,1999
869,Jammu & Kashmir,JK,Ladakh,117164,166763,70.3,12.02,933,74.5,2014
872,Jammu & Kashmir,JK,Baramulla,212180,763639,27.8,13.55,780,23.8,1999
873,Jammu & Kashmir,JK,JAMMU,820595,1849989,44.4,14.43,913,37.6,2004
874,Jammu & Kashmir,JK,SRINAGAR,195645,1053734,18.6,13.87,740,14.0,2004
881,Karnataka,KA,Kanakapura,1275773,2110629,60.4,14.56,886,60.4,1999
887,Karnataka,KA,Dharwad North,752900,1121461,67.1,13.93,938,63.8,1999
888,Karnataka,KA,KOPPAL,892586,1413496,63.1,14.16,1011,60.1,2004
889,Karnataka,KA,Raichur,682281,1486326,45.9,14.21,1011,42.6,2009
890,Karnataka,KA,Davanagere,1114494,1522712,73.2,14.24,972,71.1,2014
891,Karnataka,KA,Bangalore North,1355485,2401472,56.4,14.69,905,55.6,2014
892,Karnataka,KA,Bijapur,966734,1622635,59.6,14.3,914,57.5,2014
894,Karnataka,KA,Haveri,871908,1371763,63.6,14.13,921,60.6,2009
897,Karnataka,KA,DHARWAD NORTH,809816,1250578,64.8,14.04,947,61.6,2004
898,Karnataka,KA,Kolar,862812,1145553,75.3,13.95,982,71.5,1999
901,Karnataka,KA,Chikkodi,1070668,1442206,74.2,14.18,933,72.8,2014
904,Karnataka,KA,Chitradurga,1096871,1661277,66.0,14.32,966,64.2,2014
905,Karnataka,KA,Dakshina Kannada,1207120,1565219,77.1,14.26,1021,77.4,2014
906,Karnataka,KA,Shimoga,832101,1133307,73.4,13.94,975,69.9,1999
907,Karnataka,KA,Chitradurga,835182,1534169,54.4,14.24,967,51.4,2009
908,Karnataka,KA,Dakshina Kannada,1015498,1364641,74.4,14.13,1027,74.1,2009
909,Karnataka,KA,Uttara Kannada,759752,1286556,59.1,14.07,945,56.9,2009
910,Karnataka,KA,KANAKAPURA,1551189,2695484,57.5,14.81,902,56.3,2004
911,Karnataka,KA,CHIKKODI (SC),836452,1184275,70.6,13.98,969,67.8,2004
915,Karnataka,KA,Mandya,1032013,1499744,68.8,14.22,979,67.6,2009
916,Karnataka,KA,Tumkur,800907,1086936,73.7,13.9,975,70.2,1999
917,Karnataka,KA,Mysore,1157346,1723134,67.2,14.36,985,65.6,2014
918,Karnataka,KA,Bidar,761460,1200598,63.4,14.0,956,60.4,1999
920,Karnataka,KA,Chamarajanagar,1132497,1555781,72.8,14.26,971,71.4,2014
921,Karnataka,KA,Dharwad South,799552,1088328,73.5,13.9,942,70.2,1999
922,Karnataka,KA,Gulbarga,773746,1280563,60.4,14.06,996,56.9,1999
923,Karnataka,KA,Chitradurga,868544,1177238,73.8,13.98,980,70.1,1999
924,Karnataka,KA,Bellary,847219,1213055,69.8,14.01,991,66.4,1999
926,Karnataka,KA,Bangalore Rural,1102606,1904135,57.9,14.46,918,57.3,2009
927,Karnataka,KA,Bangalore South,805034,1487215,54.1,14.21,852,52.1,1999
928,Karnataka,KA,Uttara Kannada,1000437,1450599,69.0,14.19,953,67.7,2014
929,Karnataka,KA,Chamarajanagar,811900,1101851,73.7,13.91,975,69.5,1999
930,Karnataka,KA,Mysore,899492,1302736,69.0,14.08,958,75.6,1999
931,Karnataka,KA,Chikmagalur,741895,1050838,70.6,13.87,1011,66.9,1999
933,Karnataka,KA,Tumkur,899531,1388773,64.8,14.14,968,62.6,2009
934,Karnataka,KA,Bidar,779126,1470507,53.0,14.2,934,52.2,2009
936,Karnataka,KA,Bijapur,746290,1182826,63.1,13.98,943,60.1,1999
937,Karnataka,KA,BIDAR (SC),814933,1372985,59.4,14.13,953,57.4,2004
938,Karnataka,KA,Bagalkot,859959,1363359,63.1,14.13,986,60.4,2009
941,Karnataka,KA,Chikkballapur ,1261451,1658410,76.1,14.32,965,74.7,2014
942,Karnataka,KA,Hassan,892801,1217049,73.4,14.01,1025,71.0,1999
